Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
modDyeRgb_93_33_191,item_modifiers,mod,,,7Dyes[tm] Dye: 262-083-075 ,,7Dyes[tm] Dye: 262-083-075 ,7Dyes[tm] Dye: 262-083-075 ,7Dyes[tm] Dye: 262-083-075 ,7Dyes[tm] Dye: 262-083-075 ,7Dyes[tm] Dye: 262-083-075 ,7Dyes[tm] Dye: 262-083-075 ,7Dyes[tm] Dye: 262-083-075 ,7Dyes[tm] Dye: 262-083-075 ,7Dyes[tm] Dye: 262-083-075 ,7Dyes[tm] Dye: 262-083-075 ,7Dyes[tm] Dye: 262-083-075 ,7Dyes[tm] Dye: 262-083-075 ,7Dyes[tm] Dye: 262-083-075 
modDyeRgb_123_45_255,item_modifiers,mod,,,7Dyes[tm] Dye: 262-083-100 ,,7Dyes[tm] Dye: 262-083-100 ,7Dyes[tm] Dye: 262-083-100 ,7Dyes[tm] Dye: 262-083-100 ,7Dyes[tm] Dye: 262-083-100 ,7Dyes[tm] Dye: 262-083-100 ,7Dyes[tm] Dye: 262-083-100 ,7Dyes[tm] Dye: 262-083-100 ,7Dyes[tm] Dye: 262-083-100 ,7Dyes[tm] Dye: 262-083-100 ,7Dyes[tm] Dye: 262-083-100 ,7Dyes[tm] Dye: 262-083-100 ,7Dyes[tm] Dye: 262-083-100 ,7Dyes[tm] Dye: 262-083-100 
modDyeRgb_24_0_64,item_modifiers,mod,,,7Dyes[tm] Dye: 262-100-025 ,,7Dyes[tm] Dye: 262-100-025 ,7Dyes[tm] Dye: 262-100-025 ,7Dyes[tm] Dye: 262-100-025 ,7Dyes[tm] Dye: 262-100-025 ,7Dyes[tm] Dye: 262-100-025 ,7Dyes[tm] Dye: 262-100-025 ,7Dyes[tm] Dye: 262-100-025 ,7Dyes[tm] Dye: 262-100-025 ,7Dyes[tm] Dye: 262-100-025 ,7Dyes[tm] Dye: 262-100-025 ,7Dyes[tm] Dye: 262-100-025 ,7Dyes[tm] Dye: 262-100-025 ,7Dyes[tm] Dye: 262-100-025 
modDyeRgb_48_0_128,item_modifiers,mod,,,7Dyes[tm] Dye: 262-100-050 ,,7Dyes[tm] Dye: 262-100-050 ,7Dyes[tm] Dye: 262-100-050 ,7Dyes[tm] Dye: 262-100-050 ,7Dyes[tm] Dye: 262-100-050 ,7Dyes[tm] Dye: 262-100-050 ,7Dyes[tm] Dye: 262-100-050 ,7Dyes[tm] Dye: 262-100-050 ,7Dyes[tm] Dye: 262-100-050 ,7Dyes[tm] Dye: 262-100-050 ,7Dyes[tm] Dye: 262-100-050 ,7Dyes[tm] Dye: 262-100-050 ,7Dyes[tm] Dye: 262-100-050 ,7Dyes[tm] Dye: 262-100-050 
modDyeRgb_72_0_191,item_modifiers,mod,,,7Dyes[tm] Dye: 262-100-075 ,,7Dyes[tm] Dye: 262-100-075 ,7Dyes[tm] Dye: 262-100-075 ,7Dyes[tm] Dye: 262-100-075 ,7Dyes[tm] Dye: 262-100-075 ,7Dyes[tm] Dye: 262-100-075 ,7Dyes[tm] Dye: 262-100-075 ,7Dyes[tm] Dye: 262-100-075 ,7Dyes[tm] Dye: 262-100-075 ,7Dyes[tm] Dye: 262-100-075 ,7Dyes[tm] Dye: 262-100-075 ,7Dyes[tm] Dye: 262-100-075 ,7Dyes[tm] Dye: 262-100-075 ,7Dyes[tm] Dye: 262-100-075 
modPigmentRgb_96_0_255,item_modifiers,mod,,,7Dyes[tm] Dye: 262-100-100 (Pigment) ,,7Dyes[tm] Dye: 262-100-100 (Pigment) ,7Dyes[tm] Dye: 262-100-100 (Pigment) ,7Dyes[tm] Dye: 262-100-100 (Pigment) ,7Dyes[tm] Dye: 262-100-100 (Pigment) ,7Dyes[tm] Dye: 262-100-100 (Pigment) ,7Dyes[tm] Dye: 262-100-100 (Pigment) ,7Dyes[tm] Dye: 262-100-100 (Pigment) ,7Dyes[tm] Dye: 262-100-100 (Pigment) ,7Dyes[tm] Dye: 262-100-100 (Pigment) ,7Dyes[tm] Dye: 262-100-100 (Pigment) ,7Dyes[tm] Dye: 262-100-100 (Pigment) ,7Dyes[tm] Dye: 262-100-100 (Pigment) ,7Dyes[tm] Dye: 262-100-100 (Pigment) 
pigment_dust_rgb96_0_255,items,Item,,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262,,7Dyes[tm] Pigment Powder: 262

modDyeRgb_51_38_64,item_modifiers,mod,,,7Dyes[tm] Dye: 270-040-025 (Dark Purple),,7Dyes[tm] Dye: 270-040-025 (Dark Purple),7Dyes[tm] Dye: 270-040-025 (Dark Purple),7Dyes[tm] Dye: 270-040-025 (Dark Purple),7Dyes[tm] Dye: 270-040-025 (Dark Purple),7Dyes[tm] Dye: 270-040-025 (Dark Purple),7Dyes[tm] Dye: 270-040-025 (Dark Purple),7Dyes[tm] Dye: 270-040-025 (Dark Purple),7Dyes[tm] Dye: 270-040-025 (Dark Purple),7Dyes[tm] Dye: 270-040-025 (Dark Purple),7Dyes[tm] Dye: 270-040-025 (Dark Purple),7Dyes[tm] Dye: 270-040-025 (Dark Purple),7Dyes[tm] Dye: 270-040-025 (Dark Purple),7Dyes[tm] Dye: 270-040-025 (Dark Purple)
modDyeRgb_102_77_128,item_modifiers,mod,,,7Dyes[tm] Dye: 270-040-050 ,,7Dyes[tm] Dye: 270-040-050 ,7Dyes[tm] Dye: 270-040-050 ,7Dyes[tm] Dye: 270-040-050 ,7Dyes[tm] Dye: 270-040-050 ,7Dyes[tm] Dye: 270-040-050 ,7Dyes[tm] Dye: 270-040-050 ,7Dyes[tm] Dye: 270-040-050 ,7Dyes[tm] Dye: 270-040-050 ,7Dyes[tm] Dye: 270-040-050 ,7Dyes[tm] Dye: 270-040-050 ,7Dyes[tm] Dye: 270-040-050 ,7Dyes[tm] Dye: 270-040-050 ,7Dyes[tm] Dye: 270-040-050 
modDyeRgb_153_115_191,item_modifiers,mod,,,7Dyes[tm] Dye: 270-040-075 ,,7Dyes[tm] Dye: 270-040-075 ,7Dyes[tm] Dye: 270-040-075 ,7Dyes[tm] Dye: 270-040-075 ,7Dyes[tm] Dye: 270-040-075 ,7Dyes[tm] Dye: 270-040-075 ,7Dyes[tm] Dye: 270-040-075 ,7Dyes[tm] Dye: 270-040-075 ,7Dyes[tm] Dye: 270-040-075 ,7Dyes[tm] Dye: 270-040-075 ,7Dyes[tm] Dye: 270-040-075 ,7Dyes[tm] Dye: 270-040-075 ,7Dyes[tm] Dye: 270-040-075 ,7Dyes[tm] Dye: 270-040-075 
modDyeRgb_204_154_255,item_modifiers,mod,,,7Dyes[tm] Dye: 270-040-100 ,,7Dyes[tm] Dye: 270-040-100 ,7Dyes[tm] Dye: 270-040-100 ,7Dyes[tm] Dye: 270-040-100 ,7Dyes[tm] Dye: 270-040-100 ,7Dyes[tm] Dye: 270-040-100 ,7Dyes[tm] Dye: 270-040-100 ,7Dyes[tm] Dye: 270-040-100 ,7Dyes[tm] Dye: 270-040-100 ,7Dyes[tm] Dye: 270-040-100 ,7Dyes[tm] Dye: 270-040-100 ,7Dyes[tm] Dye: 270-040-100 ,7Dyes[tm] Dye: 270-040-100 ,7Dyes[tm] Dye: 270-040-100 
modDyeRgb_44_24_64,item_modifiers,mod,,,7Dyes[tm] Dye: 270-063-025 (Dark Purple),,7Dyes[tm] Dye: 270-063-025 (Dark Purple),7Dyes[tm] Dye: 270-063-025 (Dark Purple),7Dyes[tm] Dye: 270-063-025 (Dark Purple),7Dyes[tm] Dye: 270-063-025 (Dark Purple),7Dyes[tm] Dye: 270-063-025 (Dark Purple),7Dyes[tm] Dye: 270-063-025 (Dark Purple),7Dyes[tm] Dye: 270-063-025 (Dark Purple),7Dyes[tm] Dye: 270-063-025 (Dark Purple),7Dyes[tm] Dye: 270-063-025 (Dark Purple),7Dyes[tm] Dye: 270-063-025 (Dark Purple),7Dyes[tm] Dye: 270-063-025 (Dark Purple),7Dyes[tm] Dye: 270-063-025 (Dark Purple),7Dyes[tm] Dye: 270-063-025 (Dark Purple)
modDyeRgb_87_47_128,item_modifiers,mod,,,7Dyes[tm] Dye: 270-063-050 ,,7Dyes[tm] Dye: 270-063-050 ,7Dyes[tm] Dye: 270-063-050 ,7Dyes[tm] Dye: 270-063-050 ,7Dyes[tm] Dye: 270-063-050 ,7Dyes[tm] Dye: 270-063-050 ,7Dyes[tm] Dye: 270-063-050 ,7Dyes[tm] Dye: 270-063-050 ,7Dyes[tm] Dye: 270-063-050 ,7Dyes[tm] Dye: 270-063-050 ,7Dyes[tm] Dye: 270-063-050 ,7Dyes[tm] Dye: 270-063-050 ,7Dyes[tm] Dye: 270-063-050 ,7Dyes[tm] Dye: 270-063-050 
modDyeRgb_131_71_191,item_modifiers,mod,,,7Dyes[tm] Dye: 270-063-075 ,,7Dyes[tm] Dye: 270-063-075 ,7Dyes[tm] Dye: 270-063-075 ,7Dyes[tm] Dye: 270-063-075 ,7Dyes[tm] Dye: 270-063-075 ,7Dyes[tm] Dye: 270-063-075 ,7Dyes[tm] Dye: 270-063-075 ,7Dyes[tm] Dye: 270-063-075 ,7Dyes[tm] Dye: 270-063-075 ,7Dyes[tm] Dye: 270-063-075 ,7Dyes[tm] Dye: 270-063-075 ,7Dyes[tm] Dye: 270-063-075 ,7Dyes[tm] Dye: 270-063-075 ,7Dyes[tm] Dye: 270-063-075 
modDyeRgb_175_94_255,item_modifiers,mod,,,7Dyes[tm] Dye: 270-063-100 ,,7Dyes[tm] Dye: 270-063-100 ,7Dyes[tm] Dye: 270-063-100 ,7Dyes[tm] Dye: 270-063-100 ,7Dyes[tm] Dye: 270-063-100 ,7Dyes[tm] Dye: 270-063-100 ,7Dyes[tm] Dye: 270-063-100 ,7Dyes[tm] Dye: 270-063-100 ,7Dyes[tm] Dye: 270-063-100 ,7Dyes[tm] Dye: 270-063-100 ,7Dyes[tm] Dye: 270-063-100 ,7Dyes[tm] Dye: 270-063-100 ,7Dyes[tm] Dye: 270-063-100 ,7Dyes[tm] Dye: 270-063-100 
modDyeRgb_37_11_64,item_modifiers,mod,,,7Dyes[tm] Dye: 270-083-025 (Dark Purple),,7Dyes[tm] Dye: 270-083-025 (Dark Purple),7Dyes[tm] Dye: 270-083-025 (Dark Purple),7Dyes[tm] Dye: 270-083-025 (Dark Purple),7Dyes[tm] Dye: 270-083-025 (Dark Purple),7Dyes[tm] Dye: 270-083-025 (Dark Purple),7Dyes[tm] Dye: 270-083-025 (Dark Purple),7Dyes[tm] Dye: 270-083-025 (Dark Purple),7Dyes[tm] Dye: 270-083-025 (Dark Purple),7Dyes[tm] Dye: 270-083-025 (Dark Purple),7Dyes[tm] Dye: 270-083-025 (Dark Purple),7Dyes[tm] Dye: 270-083-025 (Dark Purple),7Dyes[tm] Dye: 270-083-025 (Dark Purple),7Dyes[tm] Dye: 270-083-025 (Dark Purple)
modDyeRgb_75_22_128,item_modifiers,mod,,,7Dyes[tm] Dye: 270-083-050 ,,7Dyes[tm] Dye: 270-083-050 ,7Dyes[tm] Dye: 270-083-050 ,7Dyes[tm] Dye: 270-083-050 ,7Dyes[tm] Dye: 270-083-050 ,7Dyes[tm] Dye: 270-083-050 ,7Dyes[tm] Dye: 270-083-050 ,7Dyes[tm] Dye: 270-083-050 ,7Dyes[tm] Dye: 270-083-050 ,7Dyes[tm] Dye: 270-083-050 ,7Dyes[tm] Dye: 270-083-050 ,7Dyes[tm] Dye: 270-083-050 ,7Dyes[tm] Dye: 270-083-050 ,7Dyes[tm] Dye: 270-083-050 
modDyeRgb_112_33_191,item_modifiers,mod,,,7Dyes[tm] Dye: 270-083-075 ,,7Dyes[tm] Dye: 270-083-075 ,7Dyes[tm] Dye: 270-083-075 ,7Dyes[tm] Dye: 270-083-075 ,7Dyes[tm] Dye: 270-083-075 ,7Dyes[tm] Dye: 270-083-075 ,7Dyes[tm] Dye: 270-083-075 ,7Dyes[tm] Dye: 270-083-075 ,7Dyes[tm] Dye: 270-083-075 ,7Dyes[tm] Dye: 270-083-075 ,7Dyes[tm] Dye: 270-083-075 ,7Dyes[tm] Dye: 270-083-075 ,7Dyes[tm] Dye: 270-083-075 ,7Dyes[tm] Dye: 270-083-075 
modDyeRgb_150_45_255,item_modifiers,mod,,,7Dyes[tm] Dye: 270-083-100 ,,7Dyes[tm] Dye: 270-083-100 ,7Dyes[tm] Dye: 270-083-100 ,7Dyes[tm] Dye: 270-083-100 ,7Dyes[tm] Dye: 270-083-100 ,7Dyes[tm] Dye: 270-083-100 ,7Dyes[tm] Dye: 270-083-100 ,7Dyes[tm] Dye: 270-083-100 ,7Dyes[tm] Dye: 270-083-100 ,7Dyes[tm] Dye: 270-083-100 ,7Dyes[tm] Dye: 270-083-100 ,7Dyes[tm] Dye: 270-083-100 ,7Dyes[tm] Dye: 270-083-100 ,7Dyes[tm] Dye: 270-083-100 
modDyeRgb_32_0_64,item_modifiers,mod,,,7Dyes[tm] Dye: 270-100-025 (Dark Purple),,7Dyes[tm] Dye: 270-100-025 (Dark Purple),7Dyes[tm] Dye: 270-100-025 (Dark Purple),7Dyes[tm] Dye: 270-100-025 (Dark Purple),7Dyes[tm] Dye: 270-100-025 (Dark Purple),7Dyes[tm] Dye: 270-100-025 (Dark Purple),7Dyes[tm] Dye: 270-100-025 (Dark Purple),7Dyes[tm] Dye: 270-100-025 (Dark Purple),7Dyes[tm] Dye: 270-100-025 (Dark Purple),7Dyes[tm] Dye: 270-100-025 (Dark Purple),7Dyes[tm] Dye: 270-100-025 (Dark Purple),7Dyes[tm] Dye: 270-100-025 (Dark Purple),7Dyes[tm] Dye: 270-100-025 (Dark Purple),7Dyes[tm] Dye: 270-100-025 (Dark Purple)
modDyeRgb_64_0_128,item_modifiers,mod,,,7Dyes[tm] Dye: 270-100-050 ,,7Dyes[tm] Dye: 270-100-050 ,7Dyes[tm] Dye: 270-100-050 ,7Dyes[tm] Dye: 270-100-050 ,7Dyes[tm] Dye: 270-100-050 ,7Dyes[tm] Dye: 270-100-050 ,7Dyes[tm] Dye: 270-100-050 ,7Dyes[tm] Dye: 270-100-050 ,7Dyes[tm] Dye: 270-100-050 ,7Dyes[tm] Dye: 270-100-050 ,7Dyes[tm] Dye: 270-100-050 ,7Dyes[tm] Dye: 270-100-050 ,7Dyes[tm] Dye: 270-100-050 ,7Dyes[tm] Dye: 270-100-050 
modDyeRgb_96_0_191,item_modifiers,mod,,,7Dyes[tm] Dye: 270-100-075 ,,7Dyes[tm] Dye: 270-100-075 ,7Dyes[tm] Dye: 270-100-075 ,7Dyes[tm] Dye: 270-100-075 ,7Dyes[tm] Dye: 270-100-075 ,7Dyes[tm] Dye: 270-100-075 ,7Dyes[tm] Dye: 270-100-075 ,7Dyes[tm] Dye: 270-100-075 ,7Dyes[tm] Dye: 270-100-075 ,7Dyes[tm] Dye: 270-100-075 ,7Dyes[tm] Dye: 270-100-075 ,7Dyes[tm] Dye: 270-100-075 ,7Dyes[tm] Dye: 270-100-075 ,7Dyes[tm] Dye: 270-100-075 
modPigmentRgb_128_0_255,item_modifiers,mod,,,7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),,7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple),7Dyes[tm] Dye: 270-100-100 (Pigment) (Pure Purple)
pigment_dust_rgb128_0_255,items,Item,,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270,,7Dyes[tm] Pigment Powder: 270

modDyeRgb_54_38_64,item_modifiers,mod,,,7Dyes[tm] Dye: 278-040-025 ,,7Dyes[tm] Dye: 278-040-025 ,7Dyes[tm] Dye: 278-040-025 ,7Dyes[tm] Dye: 278-040-025 ,7Dyes[tm] Dye: 278-040-025 ,7Dyes[tm] Dye: 278-040-025 ,7Dyes[tm] Dye: 278-040-025 ,7Dyes[tm] Dye: 278-040-025 ,7Dyes[tm] Dye: 278-040-025 ,7Dyes[tm] Dye: 278-040-025 ,7Dyes[tm] Dye: 278-040-025 ,7Dyes[tm] Dye: 278-040-025 ,7Dyes[tm] Dye: 278-040-025 ,7Dyes[tm] Dye: 278-040-025 
modDyeRgb_109_77_128,item_modifiers,mod,,,7Dyes[tm] Dye: 278-040-050 ,,7Dyes[tm] Dye: 278-040-050 ,7Dyes[tm] Dye: 278-040-050 ,7Dyes[tm] Dye: 278-040-050 ,7Dyes[tm] Dye: 278-040-050 ,7Dyes[tm] Dye: 278-040-050 ,7Dyes[tm] Dye: 278-040-050 ,7Dyes[tm] Dye: 278-040-050 ,7Dyes[tm] Dye: 278-040-050 ,7Dyes[tm] Dye: 278-040-050 ,7Dyes[tm] Dye: 278-040-050 ,7Dyes[tm] Dye: 278-040-050 ,7Dyes[tm] Dye: 278-040-050 ,7Dyes[tm] Dye: 278-040-050 
modDyeRgb_163_115_191,item_modifiers,mod,,,7Dyes[tm] Dye: 278-040-075 ,,7Dyes[tm] Dye: 278-040-075 ,7Dyes[tm] Dye: 278-040-075 ,7Dyes[tm] Dye: 278-040-075 ,7Dyes[tm] Dye: 278-040-075 ,7Dyes[tm] Dye: 278-040-075 ,7Dyes[tm] Dye: 278-040-075 ,7Dyes[tm] Dye: 278-040-075 ,7Dyes[tm] Dye: 278-040-075 ,7Dyes[tm] Dye: 278-040-075 ,7Dyes[tm] Dye: 278-040-075 ,7Dyes[tm] Dye: 278-040-075 ,7Dyes[tm] Dye: 278-040-075 ,7Dyes[tm] Dye: 278-040-075 
modDyeRgb_217_154_255,item_modifiers,mod,,,7Dyes[tm] Dye: 278-040-100 ,,7Dyes[tm] Dye: 278-040-100 ,7Dyes[tm] Dye: 278-040-100 ,7Dyes[tm] Dye: 278-040-100 ,7Dyes[tm] Dye: 278-040-100 ,7Dyes[tm] Dye: 278-040-100 ,7Dyes[tm] Dye: 278-040-100 ,7Dyes[tm] Dye: 278-040-100 ,7Dyes[tm] Dye: 278-040-100 ,7Dyes[tm] Dye: 278-040-100 ,7Dyes[tm] Dye: 278-040-100 ,7Dyes[tm] Dye: 278-040-100 ,7Dyes[tm] Dye: 278-040-100 ,7Dyes[tm] Dye: 278-040-100 
modDyeRgb_49_24_64,item_modifiers,mod,,,7Dyes[tm] Dye: 278-063-025 ,,7Dyes[tm] Dye: 278-063-025 ,7Dyes[tm] Dye: 278-063-025 ,7Dyes[tm] Dye: 278-063-025 ,7Dyes[tm] Dye: 278-063-025 ,7Dyes[tm] Dye: 278-063-025 ,7Dyes[tm] Dye: 278-063-025 ,7Dyes[tm] Dye: 278-063-025 ,7Dyes[tm] Dye: 278-063-025 ,7Dyes[tm] Dye: 278-063-025 ,7Dyes[tm] Dye: 278-063-025 ,7Dyes[tm] Dye: 278-063-025 ,7Dyes[tm] Dye: 278-063-025 ,7Dyes[tm] Dye: 278-063-025 
modDyeRgb_97_47_128,item_modifiers,mod,,,7Dyes[tm] Dye: 278-063-050 ,,7Dyes[tm] Dye: 278-063-050 ,7Dyes[tm] Dye: 278-063-050 ,7Dyes[tm] Dye: 278-063-050 ,7Dyes[tm] Dye: 278-063-050 ,7Dyes[tm] Dye: 278-063-050 ,7Dyes[tm] Dye: 278-063-050 ,7Dyes[tm] Dye: 278-063-050 ,7Dyes[tm] Dye: 278-063-050 ,7Dyes[tm] Dye: 278-063-050 ,7Dyes[tm] Dye: 278-063-050 ,7Dyes[tm] Dye: 278-063-050 ,7Dyes[tm] Dye: 278-063-050 ,7Dyes[tm] Dye: 278-063-050 
modDyeRgb_146_71_191,item_modifiers,mod,,,7Dyes[tm] Dye: 278-063-075 ,,7Dyes[tm] Dye: 278-063-075 ,7Dyes[tm] Dye: 278-063-075 ,7Dyes[tm] Dye: 278-063-075 ,7Dyes[tm] Dye: 278-063-075 ,7Dyes[tm] Dye: 278-063-075 ,7Dyes[tm] Dye: 278-063-075 ,7Dyes[tm] Dye: 278-063-075 ,7Dyes[tm] Dye: 278-063-075 ,7Dyes[tm] Dye: 278-063-075 ,7Dyes[tm] Dye: 278-063-075 ,7Dyes[tm] Dye: 278-063-075 ,7Dyes[tm] Dye: 278-063-075 ,7Dyes[tm] Dye: 278-063-075 
modDyeRgb_195_94_255,item_modifiers,mod,,,7Dyes[tm] Dye: 278-063-100 ,,7Dyes[tm] Dye: 278-063-100 ,7Dyes[tm] Dye: 278-063-100 ,7Dyes[tm] Dye: 278-063-100 ,7Dyes[tm] Dye: 278-063-100 ,7Dyes[tm] Dye: 278-063-100 ,7Dyes[tm] Dye: 278-063-100 ,7Dyes[tm] Dye: 278-063-100 ,7Dyes[tm] Dye: 278-063-100 ,7Dyes[tm] Dye: 278-063-100 ,7Dyes[tm] Dye: 278-063-100 ,7Dyes[tm] Dye: 278-063-100 ,7Dyes[tm] Dye: 278-063-100 ,7Dyes[tm] Dye: 278-063-100 
modDyeRgb_44_11_64,item_modifiers,mod,,,7Dyes[tm] Dye: 278-083-025 ,,7Dyes[tm] Dye: 278-083-025 ,7Dyes[tm] Dye: 278-083-025 ,7Dyes[tm] Dye: 278-083-025 ,7Dyes[tm] Dye: 278-083-025 ,7Dyes[tm] Dye: 278-083-025 ,7Dyes[tm] Dye: 278-083-025 ,7Dyes[tm] Dye: 278-083-025 ,7Dyes[tm] Dye: 278-083-025 ,7Dyes[tm] Dye: 278-083-025 ,7Dyes[tm] Dye: 278-083-025 ,7Dyes[tm] Dye: 278-083-025 ,7Dyes[tm] Dye: 278-083-025 ,7Dyes[tm] Dye: 278-083-025 
modDyeRgb_88_22_128,item_modifiers,mod,,,7Dyes[tm] Dye: 278-083-050 ,,7Dyes[tm] Dye: 278-083-050 ,7Dyes[tm] Dye: 278-083-050 ,7Dyes[tm] Dye: 278-083-050 ,7Dyes[tm] Dye: 278-083-050 ,7Dyes[tm] Dye: 278-083-050 ,7Dyes[tm] Dye: 278-083-050 ,7Dyes[tm] Dye: 278-083-050 ,7Dyes[tm] Dye: 278-083-050 ,7Dyes[tm] Dye: 278-083-050 ,7Dyes[tm] Dye: 278-083-050 ,7Dyes[tm] Dye: 278-083-050 ,7Dyes[tm] Dye: 278-083-050 ,7Dyes[tm] Dye: 278-083-050 
modDyeRgb_132_33_191,item_modifiers,mod,,,7Dyes[tm] Dye: 278-083-075 ,,7Dyes[tm] Dye: 278-083-075 ,7Dyes[tm] Dye: 278-083-075 ,7Dyes[tm] Dye: 278-083-075 ,7Dyes[tm] Dye: 278-083-075 ,7Dyes[tm] Dye: 278-083-075 ,7Dyes[tm] Dye: 278-083-075 ,7Dyes[tm] Dye: 278-083-075 ,7Dyes[tm] Dye: 278-083-075 ,7Dyes[tm] Dye: 278-083-075 ,7Dyes[tm] Dye: 278-083-075 ,7Dyes[tm] Dye: 278-083-075 ,7Dyes[tm] Dye: 278-083-075 ,7Dyes[tm] Dye: 278-083-075 
modDyeRgb_176_45_255,item_modifiers,mod,,,7Dyes[tm] Dye: 278-083-100 ,,7Dyes[tm] Dye: 278-083-100 ,7Dyes[tm] Dye: 278-083-100 ,7Dyes[tm] Dye: 278-083-100 ,7Dyes[tm] Dye: 278-083-100 ,7Dyes[tm] Dye: 278-083-100 ,7Dyes[tm] Dye: 278-083-100 ,7Dyes[tm] Dye: 278-083-100 ,7Dyes[tm] Dye: 278-083-100 ,7Dyes[tm] Dye: 278-083-100 ,7Dyes[tm] Dye: 278-083-100 ,7Dyes[tm] Dye: 278-083-100 ,7Dyes[tm] Dye: 278-083-100 ,7Dyes[tm] Dye: 278-083-100 
modDyeRgb_40_0_64,item_modifiers,mod,,,7Dyes[tm] Dye: 278-100-025 ,,7Dyes[tm] Dye: 278-100-025 ,7Dyes[tm] Dye: 278-100-025 ,7Dyes[tm] Dye: 278-100-025 ,7Dyes[tm] Dye: 278-100-025 ,7Dyes[tm] Dye: 278-100-025 ,7Dyes[tm] Dye: 278-100-025 ,7Dyes[tm] Dye: 278-100-025 ,7Dyes[tm] Dye: 278-100-025 ,7Dyes[tm] Dye: 278-100-025 ,7Dyes[tm] Dye: 278-100-025 ,7Dyes[tm] Dye: 278-100-025 ,7Dyes[tm] Dye: 278-100-025 ,7Dyes[tm] Dye: 278-100-025 
modDyeRgb_80_0_128,item_modifiers,mod,,,7Dyes[tm] Dye: 278-100-050 ,,7Dyes[tm] Dye: 278-100-050 ,7Dyes[tm] Dye: 278-100-050 ,7Dyes[tm] Dye: 278-100-050 ,7Dyes[tm] Dye: 278-100-050 ,7Dyes[tm] Dye: 278-100-050 ,7Dyes[tm] Dye: 278-100-050 ,7Dyes[tm] Dye: 278-100-050 ,7Dyes[tm] Dye: 278-100-050 ,7Dyes[tm] Dye: 278-100-050 ,7Dyes[tm] Dye: 278-100-050 ,7Dyes[tm] Dye: 278-100-050 ,7Dyes[tm] Dye: 278-100-050 ,7Dyes[tm] Dye: 278-100-050 
modDyeRgb_120_0_191,item_modifiers,mod,,,7Dyes[tm] Dye: 278-100-075 ,,7Dyes[tm] Dye: 278-100-075 ,7Dyes[tm] Dye: 278-100-075 ,7Dyes[tm] Dye: 278-100-075 ,7Dyes[tm] Dye: 278-100-075 ,7Dyes[tm] Dye: 278-100-075 ,7Dyes[tm] Dye: 278-100-075 ,7Dyes[tm] Dye: 278-100-075 ,7Dyes[tm] Dye: 278-100-075 ,7Dyes[tm] Dye: 278-100-075 ,7Dyes[tm] Dye: 278-100-075 ,7Dyes[tm] Dye: 278-100-075 ,7Dyes[tm] Dye: 278-100-075 ,7Dyes[tm] Dye: 278-100-075 
